,school,degree,university,gross_monthly_median,gross_mthly_25_percentile,basic_monthly_median,employment_rate_ft_perm,gross_mthly_75_percentile,gross_monthly_mean,basic_monthly_mean,year,employment_rate_overall
1730,Faculty of Science,Bachelor of Science (Pharmacy),National University of Singapore,3750,3500,3600,95.5,4000,3840,3648,2019,100
1731,NUS Business School,Bachelor of Business Administration,National University of Singapore,4000,3400,4000,82.6,5500,4925,4799,2019,100
1732,NUS Business School,Bachelor of Business Administration (Hons),National University of Singapore,4150,3500,4000,91,5000,4593,4451,2019,95.5
1733,NUS Business School,Bachelor of Business Administration (Accountancy),National University of Singapore,3000,3000,3000,93.8,3800,4005,3897,2019,93.8
1734,NUS Business School,Bachelor of Business Administration (Accountancy) (Hons),National University of Singapore,3600,3000,3500,97.8,4500,4093,4008,2019,97.8
1735,School of Computing,Bachelor of Computing (Computer Science),National University of Singapore,5000,4205,5000,90.6,5585,5571,5477,2019,92.8
1736,School of Computing,Bachelor of Computing (Electronic Commerce),National University of Singapore,na,na,na,na,na,na,na,2019,na
1737,School of Computing,Bachelor of Computing (Information Security),National University of Singapore,na,na,na,na,na,na,na,2019,na
1738,School of Computing,Bachelor of Computing (Information Systems),National University of Singapore,4228,4000,4000,95.9,4685,4330,4210,2019,95.9
1739,School of Computing,Bachelor of Science (Business Analytics),National University of Singapore,5000,4050,5000,100,5200,4881,4811,2019,100
1740,School of Design  Environment,Bachelor of Arts (Architecture),National University of Singapore,4100,3800,4010,96,4500,4199,4156,2019,100
1741,School of Design  Environment,Bachelor of Arts (Industrial Design),National University of Singapore,3300,3000,3200,48.3,3500,3245,3142,2019,86.2
1742,School of Design  Environment,Bachelor of Science (Project and Facilities Management),National University of Singapore,3155,3000,3100,80.6,3480,3243,3189,2019,88.3
1743,School of Design  Environment,Bachelor of Science (Real Estate),National University of Singapore,3400,3100,3400,89.6,3650,3494,3431,2019,95.3
1744,Yong Loo Lin School (Medicine),Bachelor of Medicine and Bachelor of Surgery,National University of Singapore,5237,4950,4600,99.5,5657,5218,4607,2019,99.5
1745,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing),National University of Singapore,3358,3200,3250,89.1,3450,3314,3123,2019,93.5
1746,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing) (Hons),National University of Singapore,3650,3515,3450,97.5,3750,3612,3389,2019,98.8
1747,YST Conservatory of Music,Bachelor of Music,National University of Singapore,3500,2875,3500,39.1,3900,3575,3531,2019,82.6
1748,YaleNUS College,Bachelor of Arts with Honours,National University of Singapore,3684,3400,3600,77,4567,4197,4066,2019,96
1749,YaleNUS College,Bachelor of Science with Honours,National University of Singapore,5000,4150,5000,89.5,9967,7139,6962,2019,94.7
1750,MultiDisciplinary Programmes,Bachelor of Engineering (Computer Engineering),National University of Singapore,4000,3750,4000,91.7,4900,4732,4653,2019,92.9
1751,MultiDisciplinary Programmes,Bachelor of Environmental Studies,National University of Singapore,3325,3000,3300,67.4,3600,3332,3329,2019,88.4
1752,DigiPen Institute of Technology,Bachelor of Arts in Game Design,Singapore Institute of Technology,3220,3000,3120,79.2,3500,3167,3122,2019,83.3
1753,DigiPen Institute of Technology,Bachelor of Fine Arts in Digital Art and Animation,Singapore Institute of Technology,3150,2750,3150,50,3275,3051,3036,2019,81.3
1754,DigiPen Institute of Technology,Bachelor of Science in Computer Science and Game Design,Singapore Institute of Technology,3800,3550,3800,87,4000,3791,3760,2019,91.3
1755,DigiPen Institute of Technology,Bachelor of Science in Computer Science in RealTime Interactive Simulation,Singapore Institute of Technology,4400,4000,4400,94.9,5200,4474,4447,2019,100
1756,Singapore Institute of Technology (SIT),Bachelor of Accountancy with Honours,Singapore Institute of Technology,3100,3000,3100,89.2,3250,3239,3181,2019,93.7
1757,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Information  Communications Technology (Information Security),Singapore Institute of Technology,4100,3900,4000,95,5000,4319,4171,2019,97.5
1758,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Information  Communications Technology (Software Engineering),Singapore Institute of Technology,4190,3600,4034,97.4,4550,4188,4090,2019,100
1759,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Pharmaceutical Engineering,Singapore Institute of Technology,3660,3500,3162,90.6,4044,3748,3237,2019,92.2
1760,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Sustainable Infrastructure Engineering (Building Services),Singapore Institute of Technology,3500,3200,3360,92.5,3700,3484,3433,2019,92.5
1761,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Sustainable Infrastructure Engineering (Land),Singapore Institute of Technology,3842,3700,3800,90.6,4210,3976,3856,2019,93.8
1762,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Telematics (Intelligent Transportation Systems Engineering),Singapore Institute of Technology,3750,3500,3750,97,4000,3811,3777,2019,100
1763,Singapore Institute of Technology (SIT),Bachelor of Hospitality Business with Honours,Singapore Institute of Technology,3000,2800,2800,74.6,3270,3102,2972,2019,89.1
1764,SITDigiPen Institute of Technology,Bachelor of Engineering in Systems Engineering (ElectroMechanical Systems),Singapore Institute of Technology,3975,3500,3921,90.5,4470,4024,3931,2019,95.2
1765,SITMassey University,Bachelor of Food Technology with Honours,Singapore Institute of Technology,2975,2750,2975,88.4,3250,2978,2962,2019,93
1766,SITNewcastle University,Bachelor of Engineering with Honours in Chemical Engineering,Singapore Institute of Technology,3500,3200,3200,73.3,3600,3463,3217,2019,82.2
1767,SITNewcastle University,Bachelor of Engineering with Honours in Electrical Power Engineering,Singapore Institute of Technology,3500,3250,3400,82.6,3600,3542,3489,2019,91.3
1768,SITNewcastle University,Bachelor of Engineering with Honours in Marine Engineering,Singapore Institute of Technology,3300,3200,3300,100,3521,3393,3318,2019,100
1769,SITNewcastle University,Bachelor of Engineering with Honours in Mechanical Design and Manufacturing Engineering,Singapore Institute of Technology,3100,3050,3100,66.7,3500,3269,3227,2019,80
1770,SITNewcastle University,Bachelor of Engineering with Honours in Naval Architecture,Singapore Institute of Technology,na,na,na,na,na,na,na,2019,na
1771,SITNewcastle University,Bachelor of Engineering with Honours in Offshore Engineering,Singapore Institute of Technology,na,na,na,na,na,na,na,2019,na
1772,SITTrinity College Dublin  Trinity College Dublin,Bachelor in Science (Diagnostic Radiography),Singapore Institute of Technology,na,na,na,na,na,na,na,2019,na
1773,SITTrinity College Dublin  Trinity College Dublin,Bachelor in Science (Occupational Therapy),Singapore Institute of Technology,3425,3308,3400,100,3650,3466,3429,2019,100
1774,SITTrinity College Dublin  Trinity College Dublin,Bachelor in Science (Physiotherapy),Singapore Institute of Technology,3400,3400,3400,98.3,3620,3498,3479,2019,98.3
1775,SITTrinity College Dublin  Trinity College Dublin,Bachelor in Science (Radiation Therapy),Singapore Institute of Technology,na,na,na,na,na,na,na,2019,na
1776,SITUniversity of Glasgow,Bachelor of Science with Honours in Nursing,Singapore Institute of Technology,3800,3450,3500,95.8,4085,3772,3522,2019,100
1777,Technische Universitt Mnchen,Bachelor of Science in Chemical Engineering,Singapore Institute of Technology,3300,3110,3100,77.3,3600,3471,3213,2019,81.8
1778,Technische Universitt Mnchen,Bachelor of Science in Electrical Engineering  Information Technology,Singapore Institute of Technology,na,na,na,na,na,na,na,2019,na
1779,The Culinary Institute of America,Bachelor of Business Administration in Food Business Management,Singapore Institute of Technology,2625,2200,2350,61.9,3350,2852,2532,2019,81
1780,The Glasgow School of Art,Bachelor of Arts with Honours in Communication Design,Singapore Institute of Technology,2800,2450,2800,55.3,3000,2832,2724,2019,78.7
1781,The Glasgow School of Art,Bachelor of Arts with Honours in Interior Design,Singapore Institute of Technology,2700,2400,2700,80.6,3000,2760,2692,2019,87.1
1782,University of Glasgow,Bachelor of Engineering with Honours in Aeronautical Engineering,Singapore Institute of Technology,3500,3200,3500,64.6,4000,3597,3500,2019,77.1
1783,University of Glasgow,Bachelor of Engineering with Honours in Aerospace Systems,Singapore Institute of Technology,3700,3400,3550,67.6,4600,3993,3863,2019,82.4
1784,University of Glasgow,Bachelor of Engineering with Honours in Mechanical Design Engineering,Singapore Institute of Technology,3500,3300,3500,93.9,3800,3722,3569,2019,97
1785,University of Glasgow,Bachelor of Engineering with Honours in Mechatronics,Singapore Institute of Technology,3600,3300,3600,83.1,4000,3793,3764,2019,93.2
1786,University of Glasgow,Bachelor of Science with Honours in Computing Science,Singapore Institute of Technology,4200,3700,4000,89.2,5100,4366,4294,2019,92.3
1787,University of Liverpool,Bachelor of Arts with Honours in Criminology and Security,Singapore Institute of Technology,3695,3400,3526,70.4,4050,3823,3647,2019,80.2
1788,School of Accountancy (4year programme),Accountancy,Singapore Management University,3050,3000,3000,93.7,4000,3802,3753,2019,96.4
1789,School of Accountancy (4year programme),Accountancy (Cum Laude and above),Singapore Management University,3600,3000,3500,97.9,5000,4431,4364,2019,97.9
1790,School of Business (4year programme),Business Management,Singapore Management University,3750,3300,3600,84.8,4600,4181,4056,2019,91
1791,School of Business (4year programme),Business Management (Cum Laude and above),Singapore Management University,4167,3600,4000,90.4,5120,4614,4504,2019,93
1792,School of Economics (4year programme),Economics,Singapore Management University,3900,3500,3800,81.3,4500,4159,4042,2019,87.1
1793,School of Economics (4year programme),Economics (Cum Laude and above),Singapore Management University,4038,3600,4000,89.9,4600,4520,4401,2019,94.2
1794,School of Information Systems (4year programme),Information Systems,Singapore Management University,4300,4000,4166,90.2,5000,4549,4413,2019,95.1
1795,School of Information Systems (4year programme),Information Systems (Cum Laude and above),Singapore Management University,5000,4300,5000,96,5550,5212,5029,2019,98
1796,School of Social Sciences (4year programme),Social Sciences,Singapore Management University,3500,3065,3400,82.8,4000,3629,3523,2019,92.2
1797,School of Social Sciences (4year programme),Social Sciences (Cum Laude and above),Singapore Management University,3500,3100,3500,90.2,4070,3742,3599,2019,92.7
1798,School of Law (4year programme),Law,Singapore Management University,4900,4200,4600,98.2,5800,5064,4942,2019,99.1
1799,School of Law (4year programme),Law (Cum Laude and above),Singapore Management University,5550,4500,5000,97.1,6000,5324,5136,2019,98.6
1800,S R Nathan School of Human Development,Bachelor of Human Resource Management,Singapore University of Social Sciences,3000,2800,3000,74.2,3300,2975,2942,2019,87.1
1801,School of Business,Bachelor of Accountancy,Singapore University of Social Sciences,3000,2750,3000,83.3,3000,2900,2880,2019,91.1
1802,School of Business,Bachelor of Science in Finance,Singapore University of Social Sciences,3450,3085,3400,88.6,3750,3722,3708,2019,88.6
1803,School of Business,Bachelor of Science in Marketing,Singapore University of Social Sciences,3000,2800,3000,70,3400,3169,2993,2019,88.3
1804,na,Bachelor of Engineering (Engineering Product Development),Singapore University of Technology and Design,4000,3660,3900,80.2,4500,4042,3991,2019,84.2
1805,na,Bachelor of Engineering (Information Systems Technology and Design),Singapore University of Technology and Design,4400,3800,4400,85.7,5000,4636,4599,2019,88.8
1806,na,Bachelor of Engineering (Engineering Systems and Design),Singapore University of Technology and Design,4000,3500,3800,87.3,4400,4082,3944,2019,89.9
1807,na,Bachelor of Science (Architecture and Sustainable Design),Singapore University of Technology and Design,3900,3600,3897,91.8,4100,3985,3923,2019,100
1808,School of Accountancy (4year programme),Accountancy,Singapore Management University,3100,3000,3050,86%,4000,3694,3636,2020,94.70%
1809,School of Accountancy (4year programme),Accountancy (Cum Laude and above),Singapore Management University,3744,3000,3600,86%,4583,4057,3979,2020,96.30%
1810,School of Business (4year programme),Business Management,Singapore Management University,3850,3440,3800,68%,4600,4293,4183,2020,95.80%
1811,School of Business (4year programme),Business Management (Cum Laude and above),Singapore Management University,4000,3600,4000,79%,5000,4688,4596,2020,97.50%
1812,School of Economics (4year programme),Economics,Singapore Management University,3800,3400,3750,71%,4500,4290,4181,2020,91.50%
1813,School of Economics (4year programme),Economics (Cum Laude and above),Singapore Management University,4000,3660,4000,83%,5275,4749,4670,2020,94.70%
1814,School of Information Systems (4year programme),Information Systems,Singapore Management University,4542,4000,4500,84%,5400,4683,4548,2020,93.10%
1815,School of Information Systems (4year programme),Information Systems (Cum Laude and above),Singapore Management University,5000,4500,5000,93%,5416,5064,4903,2020,93.30%
